suite_id,sample_id,code,label,character
97,1,7,6,六
86,6,6,5,五
33,1,14,13,万
57,10,3,2,二
16,6,14,13,万
69,3,1,0,零
24,6,7,6,六
61,8,10,9,九
41,5,13,12,千
7,1,12,11,百
55,5,15,14,亿
92,3,9,8,八
90,1,7,6,六
44,5,12,11,百
54,6,15,14,亿
24,1,12,11,百
15,2,9,8,八
20,4,3,2,二
39,4,4,3,三
18,4,9,8,八
12,5,4,3,三
54,1,7,6,六
7,3,15,14,亿
79,4,12,11,百
65,1,2,1,一
59,9,1,0,零
71,4,9,8,八
5,6,3,2,二
9,1,7,6,六
12,8,9,8,八
80,8,15,14,亿
98,2,15,14,亿
89,2,15,14,亿
49,3,4,3,三
50,3,6,5,五
25,10,12,11,百
24,2,6,5,五
51,3,11,10,十
18,3,1,0,零
39,4,6,5,五
22,1,4,3,三
92,5,3,2,二
47,10,10,9,九
36,6,12,11,百
81,2,7,6,六
24,10,10,9,九
95,6,13,12,千
63,6,15,14,亿
87,5,8,7,七
50,2,3,2,二
74,5,11,10,十
28,5,5,4,四
11,10,9,8,八
24,9,7,6,六
90,4,10,9,九
53,4,13,12,千
4,6,3,2,二
74,8,4,3,三
80,7,2,1,一
44,6,2,1,一
14,9,8,7,七
16,1,12,11,百
92,8,2,1,一
60,10,8,7,七
93,3,2,1,一
86,6,4,3,三
68,1,5,4,四
28,10,2,1,一
7,7,14,13,万
57,3,1,0,零
27,9,15,14,亿
67,6,12,11,百
5,1,6,5,五
94,5,5,4,四
67,3,6,5,五
28,3,8,7,七
59,1,5,4,四
41,5,1,0,零
61,1,6,5,五
22,5,12,11,百
6,5,8,7,七
42,1,2,1,一
4,1,8,7,七
84,7,2,1,一
73,5,13,12,千
19,10,3,2,二
94,1,5,4,四
47,7,7,6,六
65,2,13,12,千
55,6,14,13,万
40,4,2,1,一
77,1,3,2,二
48,6,11,10,十
54,7,10,9,九
33,5,15,14,亿
69,3,15,14,亿
45,2,15,14,亿
93,1,15,14,亿
39,9,12,11,百
88,1,4,3,三
43,6,14,13,万
68,1,6,5,五
70,1,2,1,一
56,6,6,5,五
71,3,3,2,二
67,3,10,9,九
57,9,11,10,十
28,10,11,10,十
100,7,6,5,五
70,9,8,7,七
87,4,3,2,二
18,6,1,0,零
64,5,15,14,亿
25,9,8,7,七
50,4,11,10,十
26,2,11,10,十
62,1,13,12,千
71,7,4,3,三
41,1,1,0,零
71,7,3,2,二
25,7,7,6,六
73,9,1,0,零
54,6,10,9,九
16,6,6,5,五
30,9,4,3,三
44,3,7,6,六
7,6,6,5,五
79,3,11,10,十
33,2,10,9,九
3,1,7,6,六
64,8,13,12,千
43,10,12,11,百
1,8,2,1,一
22,6,9,8,八
66,3,14,13,万
54,4,3,2,二
76,6,10,9,九
72,7,2,1,一
6,9,13,12,千
36,2,7,6,六
59,7,3,2,二
49,8,1,0,零
62,9,15,14,亿
97,7,5,4,四
78,6,5,4,四
60,2,3,2,二
6,6,5,4,四
91,2,11,10,十
31,8,4,3,三
62,9,10,9,九
9,2,13,12,千
58,1,15,14,亿
68,2,11,10,十
18,6,3,2,二
9,3,11,10,十
2,6,6,5,五
54,2,1,0,零
41,2,14,13,万
68,8,9,8,八
42,5,10,9,九
96,6,11,10,十
95,7,13,12,千
85,9,8,7,七
71,6,15,14,亿
30,3,11,10,十
55,8,7,6,六
31,10,7,6,六
21,2,4,3,三
94,10,10,9,九
4,7,5,4,四
4,6,13,12,千
68,7,12,11,百
69,8,9,8,八
89,10,5,4,四
38,6,15,14,亿
68,8,8,7,七
60,8,1,0,零
80,9,12,11,百
36,6,14,13,万
85,2,5,4,四
56,5,6,5,五
30,4,2,1,一
35,8,10,9,九
29,9,7,6,六
83,3,13,12,千
93,4,4,3,三
97,7,2,1,一
11,5,12,11,百
11,9,14,13,万
81,7,4,3,三
12,7,7,6,六
53,9,11,10,十
55,2,13,12,千
89,1,9,8,八
85,4,3,2,二
41,2,3,2,二
83,8,1,0,零
20,1,2,1,一
47,3,7,6,六
26,2,4,3,三
16,5,14,13,万
30,2,10,9,九
76,6,7,6,六
67,4,11,10,十
42,10,2,1,一
87,10,5,4,四
62,4,15,14,亿
3,6,6,5,五
33,2,5,4,四
3,10,15,14,亿
15,6,12,11,百
18,3,14,13,万
53,3,2,1,一
96,8,15,14,亿
56,5,7,6,六
84,2,6,5,五
96,6,13,12,千
26,1,7,6,六
70,3,9,8,八
15,1,9,8,八
77,4,1,0,零
94,8,4,3,三
78,7,8,7,七
50,6,7,6,六
15,8,14,13,万
77,4,2,1,一
84,2,3,2,二
79,8,12,11,百
63,3,14,13,万
93,2,14,13,万
98,5,11,10,十
87,10,13,12,千
79,4,2,1,一
38,5,10,9,九
68,7,9,8,八
44,4,1,0,零
3,1,6,5,五
13,4,14,13,万
3,7,12,11,百
29,9,15,14,亿
60,10,14,13,万
97,6,3,2,二
5,4,2,1,一
32,8,11,10,十
87,4,10,9,九
94,2,14,13,万
31,3,12,11,百
10,1,1,0,零
91,10,1,0,零
82,5,4,3,三
99,8,1,0,零
42,10,10,9,九
75,2,5,4,四
94,1,2,1,一
63,9,10,9,九
68,10,14,13,万
58,10,7,6,六
88,2,3,2,二
70,8,6,5,五
51,4,9,8,八
55,10,6,5,五
41,4,12,11,百
78,6,2,1,一
21,8,2,1,一
8,9,13,12,千
93,7,5,4,四
61,10,15,14,亿
3,9,4,3,三
14,1,15,14,亿
72,9,9,8,八
27,1,8,7,七
7,10,3,2,二
69,2,10,9,九
94,1,7,6,六
24,2,5,4,四
79,6,12,11,百
57,5,14,13,万
25,9,2,1,一
74,1,4,3,三
60,3,15,14,亿
20,5,1,0,零
47,7,14,13,万
30,7,15,14,亿
44,2,5,4,四
98,10,13,12,千
83,5,2,1,一
69,9,12,11,百
97,7,13,12,千
33,9,10,9,九
19,2,6,5,五
73,8,3,2,二
5,2,2,1,一
26,7,15,14,亿
42,7,8,7,七
97,5,8,7,七
22,5,14,13,万
68,4,6,5,五
89,3,14,13,万
81,7,15,14,亿
81,9,13,12,千
73,3,3,2,二
82,8,6,5,五
70,3,14,13,万
26,4,5,4,四
64,8,7,6,六
16,2,8,7,七
62,3,15,14,亿
81,7,5,4,四
9,7,1,0,零
6,3,14,13,万
42,6,3,2,二
34,4,4,3,三
48,4,4,3,三
32,9,11,10,十
40,1,12,11,百
76,5,3,2,二
43,4,11,10,十
42,9,4,3,三
11,6,4,3,三
86,6,15,14,亿
35,7,10,9,九
66,5,3,2,二
26,7,8,7,七
62,9,6,5,五
84,5,4,3,三
15,7,12,11,百
42,7,4,3,三
96,1,6,5,五
29,9,12,11,百
85,2,12,11,百
57,7,12,11,百
26,4,10,9,九
47,9,7,6,六
41,2,2,1,一
66,6,1,0,零
53,8,2,1,一
86,4,5,4,四
12,2,14,13,万
59,3,1,0,零
54,5,15,14,亿
86,4,1,0,零
78,10,1,0,零
36,1,15,14,亿
6,9,6,5,五
38,1,10,9,九
20,5,2,1,一
42,10,11,10,十
74,5,9,8,八
68,4,12,11,百
17,9,4,3,三
85,1,6,5,五
44,8,13,12,千
57,2,3,2,二
62,3,4,3,三
32,4,6,5,五
11,7,8,7,七
61,9,7,6,六
92,6,10,9,九
30,4,10,9,九
50,9,2,1,一
27,7,3,2,二
21,3,10,9,九
98,3,15,14,亿
22,10,3,2,二
41,3,12,11,百
97,1,5,4,四
2,9,10,9,九
23,10,11,10,十
44,8,5,4,四
71,3,9,8,八
95,3,15,14,亿
34,7,10,9,九
43,1,4,3,三
36,8,15,14,亿
70,10,3,2,二
24,1,11,10,十
11,6,8,7,七
26,10,4,3,三
80,2,1,0,零
18,3,9,8,八
86,9,11,10,十
71,1,5,4,四
91,1,4,3,三
8,10,1,0,零
17,5,6,5,五
2,7,8,7,七
2,10,13,12,千
60,9,3,2,二
37,10,11,10,十
11,2,11,10,十
39,9,3,2,二
10,2,5,4,四
43,2,1,0,零
91,1,2,1,一
93,10,10,9,九
71,10,10,9,九
90,7,7,6,六
41,4,1,0,零
90,9,11,10,十
100,10,4,3,三
42,5,8,7,七
24,6,9,8,八
12,4,10,9,九
93,9,13,12,千
59,1,9,8,八
18,8,2,1,一
30,10,4,3,三
37,9,14,13,万
96,5,12,11,百
96,9,13,12,千
87,9,9,8,八
26,8,7,6,六
90,9,7,6,六
51,8,2,1,一
36,8,1,0,零
22,9,14,13,万
17,2,13,12,千
80,5,8,7,七
95,4,2,1,一
59,5,15,14,亿
98,2,13,12,千
92,9,4,3,三
94,1,1,0,零
45,4,11,10,十
26,5,13,12,千
65,5,8,7,七
39,5,6,5,五
76,6,4,3,三
96,9,10,9,九
22,9,7,6,六
58,3,1,0,零
19,7,4,3,三
85,3,12,11,百
86,10,12,11,百
4,4,7,6,六
78,2,7,6,六
95,6,15,14,亿
63,9,5,4,四
95,6,6,5,五
51,10,14,13,万
20,3,5,4,四
11,10,7,6,六
8,9,11,10,十
45,2,7,6,六
13,9,12,11,百
21,3,2,1,一
41,2,4,3,三
90,2,11,10,十
70,6,14,13,万
21,3,5,4,四
17,1,3,2,二
92,2,14,13,万
8,5,1,0,零
4,10,8,7,七
15,5,10,9,九
4,5,12,11,百
49,7,1,0,零
48,1,3,2,二
65,2,3,2,二
61,6,14,13,万
49,1,9,8,八
68,6,4,3,三
4,10,4,3,三
64,6,7,6,六
59,3,11,10,十
88,4,15,14,亿
48,2,3,2,二
97,5,3,2,二
58,4,9,8,八
66,4,9,8,八
23,9,4,3,三
27,4,6,5,五
71,5,15,14,亿
94,10,12,11,百
97,5,4,3,三
10,1,5,4,四
43,10,2,1,一
15,7,7,6,六
65,1,11,10,十
98,7,9,8,八
90,5,2,1,一
59,3,5,4,四
22,3,8,7,七
8,2,1,0,零
30,6,7,6,六
23,9,8,7,七
36,6,8,7,七
63,9,11,10,十
17,6,13,12,千
46,5,12,11,百
96,2,5,4,四
10,7,12,11,百
97,10,12,11,百
72,3,9,8,八
30,6,13,12,千
2,4,10,9,九
18,6,11,10,十
82,4,11,10,十
19,6,9,8,八
76,2,8,7,七
80,1,3,2,二
2,3,12,11,百
16,8,9,8,八
92,5,7,6,六
73,5,5,4,四
97,1,3,2,二
54,1,9,8,八
26,7,12,11,百
13,10,14,13,万
28,6,11,10,十
72,10,2,1,一
74,5,10,9,九
24,1,4,3,三
81,8,10,9,九
29,4,6,5,五
48,8,5,4,四
90,6,14,13,万
88,9,8,7,七
59,7,8,7,七
96,2,13,12,千
43,2,7,6,六
7,10,12,11,百
57,1,4,3,三
78,4,11,10,十
73,10,5,4,四
63,7,10,9,九
48,8,4,3,三
72,9,4,3,三
28,7,13,12,千
75,7,15,14,亿
51,9,3,2,二
13,3,12,11,百
23,4,13,12,千
54,8,5,4,四
2,9,9,8,八
8,8,9,8,八
68,7,11,10,十
14,9,3,2,二
67,4,3,2,二
73,1,12,11,百
76,8,8,7,七
58,9,2,1,一
32,6,14,13,万
73,5,1,0,零
47,2,10,9,九
37,6,15,14,亿
85,9,3,2,二
85,5,12,11,百
14,6,14,13,万
27,9,8,7,七
30,4,15,14,亿
1,10,11,10,十
26,8,14,13,万
46,8,12,11,百
72,7,6,5,五
60,5,13,12,千
74,6,1,0,零
85,7,13,12,千
96,10,10,9,九
65,10,4,3,三
48,9,5,4,四
89,4,9,8,八
77,7,10,9,九
37,3,15,14,亿
34,4,12,11,百
29,4,9,8,八
83,7,14,13,万
33,9,8,7,七
81,7,10,9,九
90,7,13,12,千
100,3,2,1,一
95,6,11,10,十
4,3,4,3,三
31,9,5,4,四
28,7,7,6,六
45,2,12,11,百
79,2,5,4,四
15,3,11,10,十
56,4,1,0,零
77,4,7,6,六
99,10,9,8,八
17,5,3,2,二
23,4,6,5,五
60,3,7,6,六
27,2,6,5,五
96,6,6,5,五
1,3,11,10,十
68,8,2,1,一
68,3,8,7,七
6,6,2,1,一
86,10,8,7,七
41,8,15,14,亿
18,2,7,6,六
34,9,1,0,零
97,1,4,3,三
53,6,9,8,八
100,4,8,7,七
98,5,10,9,九
78,2,5,4,四
23,9,1,0,零
50,9,6,5,五
43,4,2,1,一
94,3,5,4,四
72,2,8,7,七
74,6,4,3,三
13,3,9,8,八
50,2,12,11,百
32,8,10,9,九
96,2,2,1,一
61,1,13,12,千
15,10,10,9,九
24,4,7,6,六
35,3,9,8,八
83,10,12,11,百
5,8,8,7,七
61,9,10,9,九
50,7,5,4,四
88,10,4,3,三
13,4,6,5,五
98,5,9,8,八
82,9,5,4,四
77,8,13,12,千
85,5,1,0,零
100,8,12,11,百
87,9,3,2,二
30,1,7,6,六
5,4,15,14,亿
90,6,4,3,三
69,9,6,5,五
84,1,4,3,三
98,4,8,7,七
48,2,12,11,百
67,7,14,13,万
50,9,3,2,二
29,3,8,7,七
9,6,10,9,九
39,3,7,6,六
61,7,11,10,十
70,6,1,0,零
73,9,11,10,十
18,1,1,0,零
81,6,13,12,千
81,6,3,2,二
54,10,6,5,五
96,10,13,12,千
31,1,9,8,八
11,6,2,1,一
72,8,9,8,八
9,1,10,9,九
55,8,8,7,七
1,6,14,13,万
93,9,14,13,万
27,2,9,8,八
73,3,4,3,三
9,8,15,14,亿
47,4,8,7,七
96,2,6,5,五
36,4,6,5,五
61,4,10,9,九
93,2,13,12,千
32,1,11,10,十
5,6,5,4,四
37,1,10,9,九
73,6,11,10,十
1,9,1,0,零
13,2,12,11,百
61,8,5,4,四
69,8,14,13,万
35,8,14,13,万
67,6,1,0,零
8,3,13,12,千
1,8,11,10,十
4,7,2,1,一
54,3,7,6,六
13,7,9,8,八
43,3,3,2,二
17,10,6,5,五
13,9,14,13,万
74,10,3,2,二
17,1,10,9,九
98,7,11,10,十
63,6,7,6,六
23,6,9,8,八
33,9,2,1,一
11,3,7,6,六
86,1,5,4,四
10,7,8,7,七
3,9,9,8,八
10,5,8,7,七
90,4,7,6,六
92,5,12,11,百
98,10,4,3,三
25,5,3,2,二
89,4,15,14,亿
4,10,12,11,百
11,8,8,7,七
67,9,5,4,四
65,7,10,9,九
14,5,5,4,四
58,5,2,1,一
11,4,7,6,六
78,5,14,13,万
45,8,9,8,八
68,7,7,6,六
2,8,10,9,九
35,3,8,7,七
46,10,5,4,四
25,2,14,13,万
35,9,2,1,一
99,5,1,0,零
44,8,12,11,百
48,10,8,7,七
25,6,11,10,十
81,3,6,5,五
60,5,9,8,八
37,4,15,14,亿
29,1,4,3,三
30,7,14,13,万
38,9,9,8,八
18,7,4,3,三
17,6,11,10,十
68,3,1,0,零
33,3,11,10,十
71,8,15,14,亿
97,9,8,7,七
74,8,3,2,二
80,7,1,0,零
64,5,1,0,零
40,8,13,12,千
77,5,2,1,一
25,3,10,9,九
85,6,6,5,五
37,5,6,5,五
55,3,1,0,零
6,7,14,13,万
63,3,1,0,零
48,4,7,6,六
96,10,11,10,十
99,2,14,13,万
9,10,14,13,万
11,9,3,2,二
87,9,15,14,亿
29,7,9,8,八
29,6,1,0,零
32,5,6,5,五
64,1,5,4,四
31,10,11,10,十
24,6,13,12,千
40,9,13,12,千
36,5,5,4,四
65,4,4,3,三
63,1,6,5,五
53,3,8,7,七
46,10,2,1,一
57,8,2,1,一
13,10,11,10,十
29,10,4,3,三
50,4,3,2,二
78,3,14,13,万
83,5,9,8,八
88,4,11,10,十
33,8,4,3,三
34,2,2,1,一
1,8,4,3,三
46,2,6,5,五
38,2,14,13,万
49,8,4,3,三
84,10,15,14,亿
83,1,7,6,六
17,8,5,4,四
75,1,4,3,三
21,5,8,7,七
68,9,6,5,五
52,5,14,13,万
64,5,3,2,二
92,4,13,12,千
28,9,9,8,八
6,3,4,3,三
14,5,6,5,五
86,1,2,1,一
18,9,7,6,六
19,3,13,12,千
36,3,13,12,千
57,6,4,3,三
71,1,11,10,十
66,4,4,3,三
12,8,15,14,亿
17,7,5,4,四
36,8,13,12,千
54,4,11,10,十
81,6,11,10,十
88,10,13,12,千
96,7,4,3,三
80,10,13,12,千
34,5,9,8,八
62,2,6,5,五
55,5,6,5,五
73,7,11,10,十
71,6,12,11,百
85,8,11,10,十
55,2,14,13,万
20,3,6,5,五
65,2,1,0,零
48,5,13,12,千
22,10,5,4,四
21,2,10,9,九
54,2,5,4,四
99,2,1,0,零
43,2,8,7,七
88,8,4,3,三
19,7,11,10,十
77,6,11,10,十
53,7,10,9,九
77,10,1,0,零
88,1,10,9,九
40,7,13,12,千
18,4,4,3,三
7,8,2,1,一
74,10,10,9,九
89,6,10,9,九
45,4,9,8,八
98,8,5,4,四
5,10,7,6,六
4,7,3,2,二
18,2,3,2,二
12,2,8,7,七
97,4,6,5,五
37,4,10,9,九
99,6,9,8,八
75,6,9,8,八
27,4,14,13,万
86,1,15,14,亿
2,9,1,0,零
49,7,15,14,亿
2,9,13,12,千
99,6,11,10,十
19,7,6,5,五
96,8,13,12,千
85,10,6,5,五
39,6,10,9,九
85,2,6,5,五
59,4,7,6,六
43,4,5,4,四
98,5,12,11,百
65,1,14,13,万
57,10,1,0,零
86,7,4,3,三
59,8,13,12,千
7,5,8,7,七
46,6,13,12,千
36,7,10,9,九
9,2,9,8,八
42,1,6,5,五
4,8,10,9,九
91,8,15,14,亿
25,1,8,7,七
30,3,2,1,一
31,9,9,8,八
52,2,14,13,万
47,10,4,3,三
32,3,3,2,二
54,2,6,5,五
86,5,1,0,零
9,6,7,6,六
73,8,5,4,四
28,10,7,6,六
8,6,5,4,四
69,6,11,10,十
60,9,2,1,一
60,1,15,14,亿
13,2,10,9,九
96,5,4,3,三
32,3,1,0,零
49,5,11,10,十
85,3,4,3,三
25,4,5,4,四
71,5,11,10,十
60,4,11,10,十
18,5,6,5,五
45,5,14,13,万
66,1,11,10,十
75,4,8,7,七
89,10,11,10,十
15,4,15,14,亿
54,9,15,14,亿
30,1,8,7,七
57,6,5,4,四
12,1,4,3,三
67,6,5,4,四
89,10,7,6,六
25,6,10,9,九
59,8,15,14,亿
25,5,2,1,一
88,3,8,7,七
54,9,6,5,五
61,7,1,0,零
3,4,11,10,十
51,9,5,4,四
91,5,13,12,千
49,6,10,9,九
85,4,10,9,九
27,10,15,14,亿
41,8,8,7,七
59,4,6,5,五
49,1,12,11,百
18,3,13,12,千
71,2,2,1,一
79,4,14,13,万
97,4,1,0,零
17,4,1,0,零
52,6,4,3,三
22,3,12,11,百
55,8,15,14,亿
1,8,7,6,六
14,7,15,14,亿
68,4,7,6,六
58,6,6,5,五
52,6,7,6,六
79,6,10,9,九
46,7,3,2,二
94,4,8,7,七
38,4,1,0,零
92,1,14,13,万
13,2,8,7,七
25,2,4,3,三
30,8,9,8,八
4,1,6,5,五
20,6,13,12,千
65,7,7,6,六
50,2,15,14,亿
25,3,13,12,千
12,5,8,7,七
56,2,2,1,一
90,1,6,5,五
26,9,13,12,千
4,10,6,5,五
34,9,11,10,十
33,6,9,8,八
37,9,9,8,八
73,6,7,6,六
58,2,2,1,一
88,9,11,10,十
96,10,8,7,七
1,3,5,4,四
5,7,15,14,亿
21,8,12,11,百
20,10,14,13,万
11,6,11,10,十
83,8,3,2,二
35,5,9,8,八
20,4,14,13,万
67,9,10,9,九
33,5,4,3,三
73,10,1,0,零
87,10,10,9,九
17,5,4,3,三
26,10,10,9,九
36,10,3,2,二
100,6,1,0,零
94,2,11,10,十
39,10,14,13,万
44,10,9,8,八
79,5,3,2,二
97,2,2,1,一
62,4,6,5,五
17,9,9,8,八
19,4,6,5,五
79,5,12,11,百
21,5,14,13,万
90,6,7,6,六
64,7,12,11,百
46,10,12,11,百
17,4,11,10,十
14,5,1,0,零
58,6,11,10,十
61,9,14,13,万
11,4,1,0,零
22,4,5,4,四
95,3,1,0,零
20,5,13,12,千
86,6,13,12,千
84,10,8,7,七
46,9,1,0,零
81,5,13,12,千
15,4,8,7,七
91,9,4,3,三
48,10,2,1,一
79,4,1,0,零
24,6,8,7,七
50,4,10,9,九
31,7,11,10,十
31,9,12,11,百
66,1,15,14,亿
57,2,9,8,八
3,10,1,0,零
43,2,2,1,一
16,7,6,5,五
42,1,7,6,六
32,2,11,10,十
54,6,8,7,七
28,2,2,1,一
97,5,10,9,九
74,2,5,4,四
87,6,15,14,亿
20,3,4,3,三
61,2,1,0,零
43,7,12,11,百
62,2,9,8,八
100,10,15,14,亿
2,9,2,1,一
56,8,7,6,六
89,2,13,12,千
13,5,1,0,零
66,3,8,7,七
7,1,5,4,四
88,5,13,12,千
8,9,12,11,百
20,6,4,3,三
39,10,8,7,七
86,7,11,10,十
1,5,8,7,七
18,8,14,13,万
28,3,15,14,亿
34,10,3,2,二
31,5,13,12,千
38,3,2,1,一
71,1,12,11,百
43,9,2,1,一
65,7,14,13,万
23,5,6,5,五
37,9,11,10,十
94,9,7,6,六
83,2,9,8,八
23,2,15,14,亿
88,2,5,4,四
41,1,5,4,四
20,5,11,10,十
56,9,14,13,万
54,5,13,12,千
76,9,14,13,万
16,6,2,1,一
94,7,4,3,三
81,4,9,8,八
39,6,1,0,零
93,9,5,4,四
98,2,1,0,零
78,6,7,6,六
54,5,12,11,百
90,4,12,11,百
60,1,10,9,九
49,8,11,10,十
46,4,13,12,千
83,6,9,8,八
79,6,5,4,四
35,1,4,3,三
67,8,9,8,八
84,7,1,0,零
29,6,13,12,千
64,6,9,8,八
43,3,14,13,万
29,9,4,3,三
85,5,2,1,一
57,9,13,12,千
61,6,5,4,四
49,5,8,7,七
83,7,12,11,百
8,1,15,14,亿
99,6,14,13,万
39,8,11,10,十
32,2,13,12,千
88,6,2,1,一
81,9,5,4,四
84,8,1,0,零
76,10,15,14,亿
68,1,10,9,九
11,9,1,0,零
31,8,12,11,百
44,5,15,14,亿
18,10,8,7,七
16,2,2,1,一
67,2,6,5,五
56,10,13,12,千
6,7,9,8,八
51,8,14,13,万
69,1,15,14,亿
13,4,8,7,七
14,7,10,9,九
14,3,9,8,八
88,6,6,5,五
63,9,2,1,一
31,8,11,10,十
96,3,6,5,五
79,6,7,6,六
99,10,10,9,九
54,4,13,12,千
36,5,3,2,二
91,9,10,9,九
23,5,10,9,九
88,7,4,3,三
82,2,7,6,六
21,10,4,3,三
62,4,14,13,万
21,8,7,6,六
86,1,12,11,百
9,5,5,4,四
96,8,9,8,八
24,1,7,6,六
50,1,14,13,万
29,6,9,8,八
65,3,1,0,零
36,6,4,3,三
60,4,7,6,六
53,1,3,2,二
87,7,4,3,三
75,5,12,11,百
69,9,15,14,亿
98,8,14,13,万
54,2,8,7,七
42,8,12,11,百
45,2,5,4,四
24,2,14,13,万
17,2,3,2,二
98,5,6,5,五
18,3,12,11,百
77,9,13,12,千
7,9,6,5,五
84,7,11,10,十
11,1,7,6,六
5,2,7,6,六
29,8,7,6,六
73,1,15,14,亿
80,9,3,2,二
54,1,14,13,万
17,3,11,10,十
10,7,5,4,四
73,8,1,0,零
78,1,5,4,四
96,1,3,2,二
23,1,10,9,九
27,3,10,9,九
52,3,1,0,零
94,1,13,12,千
8,5,9,8,八
93,3,14,13,万
67,7,2,1,一
3,1,11,10,十
23,6,4,3,三
12,6,13,12,千
95,7,2,1,一
91,5,12,11,百
65,4,8,7,七
31,10,14,13,万
19,10,1,0,零
27,4,1,0,零
74,5,12,11,百
35,1,14,13,万
39,4,14,13,万
43,3,10,9,九
52,5,2,1,一
89,6,14,13,万
86,7,10,9,九
42,1,10,9,九
57,9,1,0,零
6,10,12,11,百
81,10,13,12,千
5,5,15,14,亿
23,2,5,4,四
86,7,8,7,七
86,9,1,0,零
28,2,5,4,四
37,10,8,7,七
45,6,9,8,八
94,4,15,14,亿
64,5,10,9,九
60,5,12,11,百
13,3,10,9,九
46,9,8,7,七
4,1,13,12,千
40,1,6,5,五
9,7,4,3,三
62,7,8,7,七
17,9,5,4,四
13,2,5,4,四
81,6,8,7,七
88,6,15,14,亿
26,6,5,4,四
99,5,3,2,二
82,2,11,10,十
99,1,10,9,九
43,9,5,4,四
60,7,7,6,六
46,10,3,2,二
94,2,12,11,百
52,1,4,3,三
23,3,13,12,千
7,8,14,13,万
64,8,12,11,百
64,2,13,12,千
3,5,3,2,二
88,10,2,1,一
98,2,6,5,五
80,2,13,12,千
71,5,4,3,三
20,1,5,4,四
48,9,13,12,千
9,2,11,10,十
50,3,9,8,八
99,8,8,7,七
31,5,15,14,亿
23,7,15,14,亿
50,1,1,0,零
54,5,11,10,十
40,5,5,4,四
7,1,10,9,九
51,10,4,3,三
41,6,6,5,五
9,7,10,9,九
36,6,13,12,千
100,6,3,2,二
3,9,1,0,零
9,1,12,11,百
1,3,1,0,零
75,9,2,1,一
46,7,6,5,五
66,3,6,5,五
44,7,3,2,二
1,2,10,9,九
96,10,4,3,三
77,1,7,6,六
15,9,1,0,零
57,10,10,9,九
93,2,7,6,六
25,10,3,2,二
97,8,7,6,六
51,6,1,0,零
43,4,8,7,七
72,9,7,6,六
92,3,3,2,二
45,6,13,12,千
99,10,15,14,亿
38,8,1,0,零
42,4,5,4,四
6,5,12,11,百
61,10,12,11,百
79,1,7,6,六
43,5,3,2,二
63,7,12,11,百
52,4,5,4,四
28,6,9,8,八
49,7,4,3,三
18,4,12,11,百
95,3,8,7,七
70,1,5,4,四
75,1,8,7,七
99,4,14,13,万
27,3,6,5,五
13,7,15,14,亿
68,8,10,9,九
48,4,14,13,万
30,9,9,8,八
82,6,13,12,千
79,3,1,0,零
14,7,9,8,八
82,3,4,3,三
21,8,9,8,八
32,1,2,1,一
90,4,13,12,千
28,1,6,5,五
40,8,8,7,七
34,8,4,3,三
82,10,1,0,零
61,3,8,7,七
40,9,4,3,三
72,1,13,12,千
91,9,6,5,五
8,8,11,10,十
75,5,7,6,六
37,4,1,0,零
67,5,13,12,千
79,6,11,10,十
26,2,10,9,九
10,2,4,3,三
32,10,5,4,四
90,10,7,6,六
40,2,9,8,八
43,8,15,14,亿
36,7,5,4,四
95,10,14,13,万
70,7,12,11,百
44,1,14,13,万
92,7,14,13,万
59,2,15,14,亿
39,2,9,8,八
3,8,10,9,九
90,8,8,7,七
56,9,9,8,八
90,10,1,0,零
95,10,5,4,四
87,4,9,8,八
20,7,4,3,三
37,3,7,6,六
67,1,3,2,二
17,7,15,14,亿
83,6,5,4,四
24,3,6,5,五
39,5,5,4,四
59,2,13,12,千
95,5,9,8,八
41,1,13,12,千
38,8,3,2,二
65,8,15,14,亿
77,10,2,1,一
8,3,15,14,亿
54,7,14,13,万
19,2,8,7,七
21,6,10,9,九
12,2,6,5,五
35,4,12,11,百
24,8,2,1,一
92,8,4,3,三
36,6,9,8,八
78,4,5,4,四
29,3,9,8,八
49,3,7,6,六
71,1,3,2,二
16,10,2,1,一
75,3,14,13,万
91,2,3,2,二
43,4,14,13,万
18,5,9,8,八
77,9,8,7,七
60,3,6,5,五
58,5,14,13,万
62,6,10,9,九
67,2,8,7,七
57,8,5,4,四
23,4,15,14,亿
76,9,8,7,七
67,7,11,10,十
82,5,1,0,零
72,1,12,11,百
72,1,11,10,十
79,3,12,11,百
96,8,1,0,零
21,3,3,2,二
28,9,1,0,零
16,6,10,9,九
34,3,7,6,六
31,2,7,6,六
20,2,8,7,七
62,4,12,11,百
100,9,11,10,十
20,6,10,9,九
97,2,1,0,零
31,8,6,5,五
100,4,2,1,一
86,4,12,11,百
27,1,11,10,十
2,10,1,0,零
78,3,4,3,三
77,8,3,2,二
57,7,6,5,五
35,6,1,0,零
92,7,13,12,千
18,5,5,4,四
30,8,8,7,七
50,8,3,2,二
63,6,13,12,千
42,8,8,7,七
39,1,12,11,百
25,7,12,11,百
26,5,10,9,九
13,9,15,14,亿
81,2,10,9,九
69,8,12,11,百
30,10,10,9,九
14,8,12,11,百
55,7,8,7,七
2,9,8,7,七
67,4,10,9,九
19,6,4,3,三
18,3,15,14,亿
66,7,11,10,十
59,2,2,1,一
37,2,3,2,二
15,4,13,12,千
10,4,4,3,三
35,6,2,1,一
33,8,13,12,千
